"CO_MUN_GEO";"NO_MUN";"NO_MUN_MIN";"SG_UF"
"4310850";"JABOTICABA";"Jaboticaba";"RS"
"4310876";"JACUIZINHO";"Jacuizinho";"RS"
"4310900";"JACUTINGA";"Jacutinga";"RS"
"4311007";"JAGUARAO";"Jaguar�o";"RS"
"4311106";"JAGUARI";"Jaguari";"RS"
"4311122";"JAQUIRANA";"Jaquirana";"RS"
"4311130";"JARI";"Jari";"RS"
"4311155";"JOIA";"J�ia";"RS"
"4311205";"JULIO DE CASTILHOS";"J�lio de Castilhos";"RS"
"4311239";"LAGOA BONITA DO SUL";"Lagoa Bonita do Sul";"RS"
"4311254";"LAGOAO";"Lago�o";"RS"
"4311270";"LAGOA DOS TRES CANTOS";"Lagoa dos Tr�s Cantos";"RS"
"4311304";"LAGOA VERMELHA";"Lagoa Vermelha";"RS"
"4311403";"LAJEADO";"Lajeado";"RS"
"4311429";"LAJEADO DO BUGRE";"Lajeado do Bugre";"RS"
"4311502";"LAVRAS DO SUL";"Lavras do Sul";"RS"
"4311601";"LIBERATO SALZANO";"Liberato Salzano";"RS"
"4311627";"LINDOLFO COLLOR";"Lindolfo Collor";"RS"
"4311643";"LINHA NOVA";"Linha Nova";"RS"
"4311700";"MACHADINHO";"Machadinho";"RS"
"4311718";"MACAMBARA";"Ma�ambara";"RS"
"4311734";"MAMPITUBA";"Mampituba";"RS"
"4311759";"MANOEL VIANA";"Manoel Viana";"RS"
"4311775";"MAQUINE";"Maquin�";"RS"
"4311791";"MARATA";"Marat�";"RS"
"4311809";"MARAU";"Marau";"RS"
"4311908";"MARCELINO RAMOS";"Marcelino Ramos";"RS"
"4212254";"PASSO DE TORRES";"Passo de Torres";"SC"
"4212270";"PASSOS MAIA";"Passos Maia";"SC"
"4212304";"PAULO LOPES";"Paulo Lopes";"SC"
"4212403";"PEDRAS GRANDES";"Pedras Grandes";"SC"
"4212502";"PENHA";"Penha";"SC"
"4212601";"PERITIBA";"Peritiba";"SC"
"4212650";"PESCARIA BRAVA";"Pescaria Brava";"SC"
"4212700";"PETROLANDIA";"Petrol�ndia";"SC"
"4212809";"PICARRAS";"Pi�arras";"SC"
"4212908";"PINHALZINHO";"Pinhalzinho";"SC"
"4213005";"PINHEIRO PRETO";"Pinheiro Preto";"SC"
"4213104";"PIRATUBA";"Piratuba";"SC"
"4213153";"PLANALTO ALEGRE";"Planalto Alegre";"SC"
"4213203";"POMERODE";"Pomerode";"SC"
"4213302";"PONTE ALTA";"Ponte Alta";"SC"
"4213351";"PONTE ALTA DO NORTE";"Ponte Alta do Norte";"SC"
"4213401";"PONTE SERRADA";"Ponte Serrada";"SC"
"4213500";"PORTO BELO";"Porto Belo";"SC"
"4213609";"PORTO UNIAO";"Porto Uni�o";"SC"
"4213708";"POUSO REDONDO";"Pouso Redondo";"SC"
"4213807";"PRAIA GRANDE";"Praia Grande";"SC"
"4213906";"PRESIDENTE CASTELO BRANCO";"Presidente Castelo Branco";"SC"
"4214003";"PRESIDENTE GETULIO";"Presidente Get�lio";"SC"
"4214102";"PRESIDENTE NEREU";"Presidente Nereu";"SC"
"4214151";"PRINCESA";"Princesa";"SC"
"4214201";"QUILOMBO";"Quilombo";"SC"
"4214300";"RANCHO QUEIMADO";"Rancho Queimado";"SC"
"4214409";"RIO DAS ANTAS";"Rio das Antas";"SC"
"4214508";"RIO DO CAMPO";"Rio do Campo";"SC"
"4214607";"RIO DO OESTE";"Rio do Oeste";"SC"
"4214706";"RIO DOS CEDROS";"Rio dos Cedros";"SC"
"4214805";"RIO DO SUL";"Rio do Sul";"SC"
"4214904";"RIO FORTUNA";"Rio Fortuna";"SC"
"4215000";"RIO NEGRINHO";"Rio Negrinho";"SC"
"4215059";"RIO RUFINO";"Rio Rufino";"SC"
"4215075";"RIQUEZA";"Riqueza";"SC"
"4215109";"RODEIO";"Rodeio";"SC"
"4215208";"ROMELANDIA";"Romel�ndia";"SC"
"4215307";"SALETE";"Salete";"SC"
"4215356";"SALTINHO";"Saltinho";"SC"
"4215406";"SALTO VELOSO";"Salto Veloso";"SC"
"4215455";"SANGAO";"Sang�o";"SC"
"4215505";"SANTA CECILIA";"Santa Cec�lia";"SC"
"4215554";"SANTA HELENA";"Santa Helena";"SC"
"4215604";"SANTA ROSA DE LIMA";"Santa Rosa de Lima";"SC"
"4215653";"SANTA ROSA DO SUL";"Santa Rosa do Sul";"SC"
"4215679";"SANTA TEREZINHA";"Santa Terezinha";"SC"
"4215687";"SANTA TEREZINHA DO PROGRESSO";"Santa Terezinha do Progresso";"SC"
"4215695";"SANTIAGO DO SUL";"Santiago do Sul";"SC"
"4215703";"SANTO AMARO DA IMPERATRIZ";"Santo Amaro da Imperatriz";"SC"
"4215752";"SAO BERNARDINO";"S�o Bernardino";"SC"
"4215802";"SAO BENTO DO SUL";"S�o Bento do Sul";"SC"
"4215901";"SAO BONIFACIO";"S�o Bonif�cio";"SC"
"4216008";"SAO CARLOS";"S�o Carlos";"SC"
"4216057";"SAO CRISTOVAO DO SUL";"S�o Cristov�o do Sul";"SC"
"4216107";"SAO DOMINGOS";"S�o Domingos";"SC"
"4216206";"SAO FRANCISCO DO SUL";"S�o Francisco do Sul";"SC"
"4216255";"SAO JOAO DO OESTE";"S�o Jo�o do Oeste";"SC"
"4216305";"SAO JOAO BATISTA";"S�o Jo�o Batista";"SC"
"4216354";"SAO JOAO DO ITAPERIU";"S�o Jo�o do Itaperi�";"SC"
"4216404";"SAO JOAO DO SUL";"S�o Jo�o do Sul";"SC"
"4216503";"SAO JOAQUIM";"S�o Joaquim";"SC"
"4216602";"SAO JOSE";"S�o Jos�";"SC"
"4216701";"SAO JOSE DO CEDRO";"S�o Jos� do Cedro";"SC"
"4216800";"SAO JOSE DO CERRITO";"S�o Jos� do Cerrito";"SC"
"4216909";"SAO LOURENCO DO OESTE";"S�o Louren�o do Oeste";"SC"
"4217006";"SAO LUDGERO";"S�o Ludgero";"SC"
"4217105";"SAO MARTINHO";"S�o Martinho";"SC"
"4217154";"SAO MIGUEL DA BOA VISTA";"S�o Miguel da Boa Vista";"SC"
"4217204";"SAO MIGUEL DO OESTE";"S�o Miguel do Oeste";"SC"
"4217253";"SAO PEDRO DE ALCANTARA";"S�o Pedro de Alc�ntara";"SC"
"4217303";"SAUDADES";"Saudades";"SC"
"4217402";"SCHROEDER";"Schroeder";"SC"
"4217501";"SEARA";"Seara";"SC"
"4217550";"SERRA ALTA";"Serra Alta";"SC"
"4217600";"SIDEROPOLIS";"Sider�polis";"SC"
"4217709";"SOMBRIO";"Sombrio";"SC"
"4217758";"SUL BRASIL";"Sul Brasil";"SC"
"4217808";"TAIO";"Tai�";"SC"
"4217907";"TANGARA";"Tangar�";"SC"
"4217956";"TIGRINHOS";"Tigrinhos";"SC"
"4218004";"TIJUCAS";"Tijucas";"SC"
"4218103";"TIMBE DO SUL";"Timb� do Sul";"SC"
"4218202";"TIMBO";"Timb�";"SC"
"4218251";"TIMBO GRANDE";"Timb� Grande";"SC"
"5304102";"CACHOEIRA ALTA";"Cachoeira Alta";"GO"
"5304201";"CACHOEIRA DE GOIAS";"Cachoeira de Goi�s";"GO"
"5304250";"CACHOEIRA DOURADA";"Cachoeira Dourada";"GO"
"5304300";"CACU";"Ca�u";"GO"
"5304409";"CAIAPONIA";"Caiap�nia";"GO"
"5304508";"CALDAS NOVAS";"Caldas Novas";"GO"
"5304557";"CALDAZINHA";"Caldazinha";"GO"
"5304607";"CAMPESTRE DE GOIAS";"Campestre de Goi�s";"GO"
"5304656";"CAMPINACU";"Campina�u";"GO"
"5304706";"CAMPINORTE";"Campinorte";"GO"
"5304805";"CAMPO ALEGRE DE GOIAS";"Campo Alegre de Goi�s";"GO"
"3431704";"MONTEIRO LOBATO";"Monteiro Lobato";"SP"
"3431803";"MONTE MOR";"Monte Mor";"SP"
"3431902";"MORRO AGUDO";"Morro Agudo";"SP"
"3432009";"MORUNGABA";"Morungaba";"SP"
"3432058";"MOTUCA";"Motuca";"SP"
"3432108";"MURUTINGA DO SUL";"Murutinga do Sul";"SP"
"3432157";"NANTES";"Nantes";"SP"
"3432207";"NARANDIBA";"Narandiba";"SP"
"3432306";"NATIVIDADE DA SERRA";"Natividade da Serra";"SP"
"3432405";"NAZARE PAULISTA";"Nazar� Paulista";"SP"
"3432504";"NEVES PAULISTA";"Neves Paulista";"SP"
"3432603";"NHANDEARA";"Nhandeara";"SP"
"3432702";"NIPOA";"Nipo�";"SP"
"3432801";"NOVA ALIANCA";"Nova Alian�a";"SP"
"3432827";"NOVA CAMPINA";"Nova Campina";"SP"
"3432843";"NOVA CANAA PAULISTA";"Nova Cana� Paulista";"SP"
"3432868";"NOVA CASTILHO";"Nova Castilho";"SP"
"3432900";"NOVA EUROPA";"Nova Europa";"SP"
"3433007";"NOVA GRANADA";"Nova Granada";"SP"
"3433106";"NOVA GUATAPORANGA";"Nova Guataporanga";"SP"
"3433205";"NOVA INDEPENDENCIA";"Nova Independ�ncia";"SP"
"3433254";"NOVAIS";"Novais";"SP"
"3433304";"NOVA LUZITANIA";"Nova Luzit�nia";"SP"
"3433403";"NOVA ODESSA";"Nova Odessa";"SP"
"3433502";"NOVO HORIZONTE";"Novo Horizonte";"SP"
"3433601";"NUPORANGA";"Nuporanga";"SP"
"3433700";"OCAUCU";"Ocau�u";"SP"
"3433809";"OLEO";"�leo";"SP"
"3433908";"OLIMPIA";"Ol�mpia";"SP"
"3434005";"ONDA VERDE";"Onda Verde";"SP"
"3434104";"ORIENTE";"Oriente";"SP"
"3434203";"ORINDIUVA";"Orindi�va";"SP"
"3434302";"ORLANDIA";"Orl�ndia";"SP"
"3434401";"OSASCO";"Osasco";"SP"
"3434500";"OSCAR BRESSANE";"Oscar Bressane";"SP"
"3434609";"OSVALDO CRUZ";"Osvaldo Cruz";"SP"
"3434708";"OURINHOS";"Ourinhos";"SP"
"3434757";"OUROESTE";"Ouroeste";"SP"
"3434807";"OURO VERDE";"Ouro Verde";"SP"
"3434906";"PACAEMBU";"Pacaembu";"SP"
"3435002";"PALESTINA";"Palestina";"SP"
"3435101";"PALMARES PAULISTA";"Palmares Paulista";"SP"
"3435200";"PALMEIRA D'OESTE";"Palmeira d'Oeste";"SP"
"3435309";"PALMITAL";"Palmital";"SP"
"3435408";"PANORAMA";"Panorama";"SP"
"3435507";"PARAGUACU PAULISTA";"Paragua�u Paulista";"SP"
"3435606";"PARAIBUNA";"Paraibuna";"SP"
"3435705";"PARAISO";"Para�so";"SP"
"3435804";"PARANAPANEMA";"Paranapanema";"SP"
"3435903";"PARANAPUA";"Paranapu�";"SP"
"3436000";"PARAPUA";"Parapu�";"SP"
"3436109";"PARDINHO";"Pardinho";"SP"
"3436208";"PARIQUERA-ACU";"Pariquera-A�u";"SP"
"3436257";"PARISI";"Parisi";"SP"
"3436307";"PATROCINIO PAULISTA";"Patroc�nio Paulista";"SP"
"3436406";"PAULICEIA";"Paulic�ia";"SP"
"3436505";"PAULINIA";"Paul�nia";"SP"
"3436570";"PAULISTANIA";"Paulist�nia";"SP"
"3436604";"PAULO DE FARIA";"Paulo de Faria";"SP"
"3436703";"PEDERNEIRAS";"Pederneiras";"SP"
"3436802";"PEDRA BELA";"Pedra Bela";"SP"
"3436901";"PEDRANOPOLIS";"Pedran�polis";"SP"
"3437008";"PEDREGULHO";"Pedregulho";"SP"
"3437107";"PEDREIRA";"Pedreira";"SP"
"3437156";"PEDRINHAS PAULISTA";"Pedrinhas Paulista";"SP"
"3437206";"PEDRO DE TOLEDO";"Pedro de Toledo";"SP"
"3437305";"PENAPOLIS";"Pen�polis";"SP"
"3437404";"PEREIRA BARRETO";"Pereira Barreto";"SP"
"3437503";"PEREIRAS";"Pereiras";"SP"
"3437602";"PERUIBE";"Peru�be";"SP"
"3437701";"PIACATU";"Piacatu";"SP"
"3437800";"PIEDADE";"Piedade";"SP"
"3437909";"PILAR DO SUL";"Pilar do Sul";"SP"
"3438006";"PINDAMONHANGABA";"Pindamonhangaba";"SP"
"3438105";"PINDORAMA";"Pindorama";"SP"
"3438204";"PINHALZINHO";"Pinhalzinho";"SP"
"3438303";"PIQUEROBI";"Piquerobi";"SP"
"3438501";"PIQUETE";"Piquete";"SP"
"3438600";"PIRACAIA";"Piracaia";"SP"
"3438709";"PIRACICABA";"Piracicaba";"SP"
"3438808";"PIRAJU";"Piraju";"SP"
"3438907";"PIRAJUI";"Piraju�";"SP"
"4218301";"TRES BARRAS";"Tr�s Barras";"SC"
"4218350";"TREVISO";"Treviso";"SC"
"4218400";"TREZE DE MAIO";"Treze de Maio";"SC"
"4218509";"TREZE TILIAS";"Treze T�lias";"SC"
"4218608";"TROMBUDO CENTRAL";"Trombudo Central";"SC"
"4218707";"TUBARAO";"Tubar�o";"SC"
"4218756";"TUNAPOLIS";"Tun�polis";"SC"
"4218806";"TURVO";"Turvo";"SC"
"4218855";"UNIAO DO OESTE";"Uni�o do Oeste";"SC"
"4218905";"URUBICI";"Urubici";"SC"
"4218954";"URUPEMA";"Urupema";"SC"
"4219002";"URUSSANGA";"Urussanga";"SC"
"4219101";"VARGEAO";"Varge�o";"SC"
"4219150";"VARGEM";"Vargem";"SC"
"4219176";"VARGEM BONITA";"Vargem Bonita";"SC"
"4219200";"VIDAL RAMOS";"Vidal Ramos";"SC"
"4219309";"VIDEIRA";"Videira";"SC"
"4219358";"VITOR MEIRELES";"Vitor Meireles";"SC"
"4219408";"WITMARSUM";"Witmarsum";"SC"
"4219507";"XANXERE";"Xanxer�";"SC"
"4219606";"XAVANTINA";"Xavantina";"SC"
"4219705";"XAXIM";"Xaxim";"SC"
"4219853";"ZORTEA";"Zort�a";"SC"
"4220000";"BALNEARIO RINCAO";"Balne�rio Rinc�o";"SC"
"4300034";"ACEGUA";"Acegu�";"RS"
"4300059";"AGUA SANTA";"�gua Santa";"RS"
"4300109";"AGUDO";"Agudo";"RS"
"4300208";"AJURICABA";"Ajuricaba";"RS"
"4300307";"ALECRIM";"Alecrim";"RS"
"4300406";"ALEGRETE";"Alegrete";"RS"
"4300455";"ALEGRIA";"Alegria";"RS"
"4300471";"ALMIRANTE TAMANDARE DO SUL";"Almirante Tamandar� do Sul";"RS"
"4300505";"ALPESTRE";"Alpestre";"RS"
"4300554";"ALTO ALEGRE";"Alto Alegre";"RS"
"4300570";"ALTO FELIZ";"Alto Feliz";"RS"
"4300604";"ALVORADA";"Alvorada";"RS"
"4300638";"AMARAL FERRADOR";"Amaral Ferrador";"RS"
"4300646";"AMETISTA DO SUL";"Ametista do Sul";"RS"
"4300661";"ANDRE DA ROCHA";"Andr� da Rocha";"RS"
"4300703";"ANTA GORDA";"Anta Gorda";"RS"
"4300802";"ANTONIO PRADO";"Ant�nio Prado";"RS"
"4300851";"ARAMBARE";"Arambar�";"RS"
"4300877";"ARARICA";"Araric�";"RS"
"4300901";"ARATIBA";"Aratiba";"RS"
"4301008";"ARROIO DO MEIO";"Arroio do Meio";"RS"
"4301057";"ARROIO DO SAL";"Arroio do Sal";"RS"
"4301073";"ARROIO DO PADRE";"Arroio do Padre";"RS"
"4301107";"ARROIO DOS RATOS";"Arroio dos Ratos";"RS"
"4301206";"ARROIO DO TIGRE";"Arroio do Tigre";"RS"
"4301305";"ARROIO GRANDE";"Arroio Grande";"RS"
"4301404";"ARVOREZINHA";"Arvorezinha";"RS"
"4301503";"AUGUSTO PESTANA";"Augusto Pestana";"RS"
"4301552";"AUREA";"�urea";"RS"
"4301602";"BAGE";"Bag�";"RS"
"4301636";"BALNEARIO PINHAL";"Balne�rio Pinhal";"RS"
"4301651";"BARAO";"Bar�o";"RS"
"4301701";"BARAO DE COTEGIPE";"Bar�o de Cotegipe";"RS"
"4301750";"BARAO DO TRIUNFO";"Bar�o do Triunfo";"RS"
"4301800";"BARRACAO";"Barrac�o";"RS"
"4301859";"BARRA DO GUARITA";"Barra do Guarita";"RS"
"4301875";"BARRA DO QUARAI";"Barra do Quara�";"RS"
"4301909";"BARRA DO RIBEIRO";"Barra do Ribeiro";"RS"
"4301925";"BARRA DO RIO AZUL";"Barra do Rio Azul";"RS"
"4301958";"BARRA FUNDA";"Barra Funda";"RS"
"4302006";"BARROS CASSAL";"Barros Cassal";"RS"
"4302055";"BENJAMIN CONSTANT DO SUL";"Benjamin Constant do Sul";"RS"
"4302105";"BENTO GONCALVES";"Bento Gon�alves";"RS"
"4302154";"BOA VISTA DAS MISSOES";"Boa Vista das Miss�es";"RS"
"4302204";"BOA VISTA DO BURICA";"Boa Vista do Buric�";"RS"
"4302220";"BOA VISTA DO CADEADO";"Boa Vista do Cadeado";"RS"
"4302238";"BOA VISTA DO INCRA";"Boa Vista do Incra";"RS"
"4302253";"BOA VISTA DO SUL";"Boa Vista do Sul";"RS"
"4302303";"BOM JESUS";"Bom Jesus";"RS"
"4302352";"BOM PRINCIPIO";"Bom Princ�pio";"RS"
"4302378";"BOM PROGRESSO";"Bom Progresso";"RS"
"4302402";"BOM RETIRO DO SUL";"Bom Retiro do Sul";"RS"
"4302451";"BOQUEIRAO DO LEAO";"Boqueir�o do Le�o";"RS"
"4302501";"BOSSOROCA";"Bossoroca";"RS"
"4302584";"BOZANO";"Bozano";"RS"
"4302600";"BRAGA";"Braga";"RS"
"4302659";"BROCHIER";"Brochier";"RS"
"4302709";"BUTIA";"Buti�";"RS"
"4302808";"CACAPAVA DO SUL";"Ca�apava do Sul";"RS"
"4302907";"CACEQUI";"Cacequi";"RS"
"4303004";"CACHOEIRA DO SUL";"Cachoeira do Sul";"RS"
"4303103";"CACHOEIRINHA";"Cachoeirinha";"RS"
"4303202";"CACIQUE DOBLE";"Cacique Doble";"RS"
"4319406";"SAO PEDRO DO SUL";"S�o Pedro do Sul";"RS"
"4319505";"SAO SEBASTIAO DO CAI";"S�o Sebasti�o do Ca�";"RS"
"4319604";"SAO SEPE";"S�o Sep�";"RS"
"4319703";"SAO VALENTIM";"S�o Valentim";"RS"
"4319711";"SAO VALENTIM DO SUL";"S�o Valentim do Sul";"RS"
"4319737";"SAO VALERIO DO SUL";"S�o Val�rio do Sul";"RS"
"4319752";"SAO VENDELINO";"S�o Vendelino";"RS"
"4319802";"SAO VICENTE DO SUL";"S�o Vicente do Sul";"RS"
"4319901";"SAPIRANGA";"Sapiranga";"RS"
"4320008";"SAPUCAIA DO SUL";"Sapucaia do Sul";"RS"
"4320107";"SARANDI";"Sarandi";"RS"
"4320206";"SEBERI";"Seberi";"RS"
"4320230";"SEDE NOVA";"Sede Nova";"RS"
"4320263";"SEGREDO";"Segredo";"RS"
"4320305";"SELBACH";"Selbach";"RS"
"4320321";"SENADOR SALGADO FILHO";"Senador Salgado Filho";"RS"
"4320354";"SENTINELA DO SUL";"Sentinela do Sul";"RS"
"4320404";"SERAFINA CORREA";"Serafina Corr�a";"RS"
"4320453";"SERIO";"S�rio";"RS"
"4320503";"SERTAO";"Sert�o";"RS"
"4320552";"SERTAO SANTANA";"Sert�o Santana";"RS"
"4320578";"SETE DE SETEMBRO";"Sete de Setembro";"RS"
"4320602";"SEVERIANO DE ALMEIDA";"Severiano de Almeida";"RS"
"4320651";"SILVEIRA MARTINS";"Silveira Martins";"RS"
"4320677";"SINIMBU";"Sinimbu";"RS"
"4320701";"SOBRADINHO";"Sobradinho";"RS"
"4320800";"SOLEDADE";"Soledade";"RS"
"4320859";"TABAI";"Taba�";"RS"
"4320909";"TAPEJARA";"Tapejara";"RS"
"4321006";"TAPERA";"Tapera";"RS"
"4321105";"TAPES";"Tapes";"RS"
"4321204";"TAQUARA";"Taquara";"RS"
"4321303";"TAQUARI";"Taquari";"RS"
"4321329";"TAQUARUCU DO SUL";"Taquaru�u do Sul";"RS"
"4321352";"TAVARES";"Tavares";"RS"
"4321402";"TENENTE PORTELA";"Tenente Portela";"RS"
"4321436";"TERRA DE AREIA";"Terra de Areia";"RS"
"4321451";"TEUTONIA";"Teut�nia";"RS"
"4321469";"TIO HUGO";"Tio Hugo";"RS"
"4321477";"TIRADENTES DO SUL";"Tiradentes do Sul";"RS"
"4321493";"TOROPI";"Toropi";"RS"
"4321501";"TORRES";"Torres";"RS"
"4321600";"TRAMANDAI";"Tramanda�";"RS"
"4321626";"TRAVESSEIRO";"Travesseiro";"RS"
"4321634";"TRES ARROIOS";"Tr�s Arroios";"RS"
"4321667";"TRES CACHOEIRAS";"Tr�s Cachoeiras";"RS"
"4321709";"TRES COROAS";"Tr�s Coroas";"RS"
"4321808";"TRES DE MAIO";"Tr�s de Maio";"RS"
"4321832";"TRES FORQUILHAS";"Tr�s Forquilhas";"RS"
"4321857";"TRES PALMEIRAS";"Tr�s Palmeiras";"RS"
"4321907";"TRES PASSOS";"Tr�s Passos";"RS"
"4321956";"TRINDADE DO SUL";"Trindade do Sul";"RS"
"4322004";"TRIUNFO";"Triunfo";"RS"
"4322103";"TUCUNDUVA";"Tucunduva";"RS"
"4322152";"TUNAS";"Tunas";"RS"
"4322186";"TUPANCI DO SUL";"Tupanci do Sul";"RS"
"4322202";"TUPANCIRETA";"Tupanciret�";"RS"
"4322251";"TUPANDI";"Tupandi";"RS"
"4322301";"TUPARENDI";"Tuparendi";"RS"
"4322327";"TURUCU";"Turu�u";"RS"
"4322343";"UBIRETAMA";"Ubiretama";"RS"
"4322350";"UNIAO DA SERRA";"Uni�o da Serra";"RS"
"4322376";"UNISTALDA";"Unistalda";"RS"
"4322400";"URUGUAIANA";"Uruguaiana";"RS"
"4322509";"VACARIA";"Vacaria";"RS"
"4322525";"VALE VERDE";"Vale Verde";"RS"
"4322533";"VALE DO SOL";"Vale do Sol";"RS"
"4322541";"VALE REAL";"Vale Real";"RS"
"4322558";"VANINI";"Vanini";"RS"
"4322608";"VENANCIO AIRES";"Ven�ncio Aires";"RS"
"4322707";"VERA CRUZ";"Vera Cruz";"RS"
"4322806";"VERANOPOLIS";"Veran�polis";"RS"
"4322855";"VESPASIANO CORREA";"Vespasiano Correa";"RS"
"4322905";"VIADUTOS";"Viadutos";"RS"
"4323002";"VIAMAO";"Viam�o";"RS"
"4323101";"VICENTE DUTRA";"Vicente Dutra";"RS"
"4323200";"VICTOR GRAEFF";"Victor Graeff";"RS"
"4323309";"VILA FLORES";"Vila Flores";"RS"
"4323358";"VILA LANGARO";"Vila L�ngaro";"RS"
"4323408";"VILA MARIA";"Vila Maria";"RS"
"4323457";"VILA NOVA DO SUL";"Vila Nova do Sul";"RS"
"4323507";"VISTA ALEGRE";"Vista Alegre";"RS"
"4323606";"VISTA ALEGRE DO PRATA";"Vista Alegre do Prata";"RS"
"4323705";"VISTA GAUCHA";"Vista Ga�cha";"RS"
"4323754";"VITORIA DAS MISSOES";"Vit�ria das Miss�es";"RS"
"4323770";"WESTFALIA";"Westfalia";"RS"
"4323804";"XANGRI-LA";"Xangri-l�";"RS"
"5100102";"ACORIZAL";"Acorizal";"MT"
"5106455";"PLANALTO DA SERRA";"Planalto da Serra";"MT"
"5106505";"POCONE";"Pocon�";"MT"
"5106653";"PONTAL DO ARAGUAIA";"Pontal do Araguaia";"MT"
"5106703";"PONTE BRANCA";"Ponte Branca";"MT"
"5106752";"PONTES E LACERDA";"Pontes e Lacerda";"MT"
"5106778";"PORTO ALEGRE DO NORTE";"Porto Alegre do Norte";"MT"
"5106802";"PORTO DOS GAUCHOS";"Porto dos Ga�chos";"MT"
"5106828";"PORTO ESPERIDIAO";"Porto Esperidi�o";"MT"
"5106851";"PORTO ESTRELA";"Porto Estrela";"MT"
"5107008";"POXOREO";"Poxor�o";"MT"
"5107040";"PRIMAVERA DO LESTE";"Primavera do Leste";"MT"
"5107065";"QUERENCIA";"Quer�ncia";"MT"
"5107107";"SAO JOSE DOS QUATRO MARCOS";"S�o Jos� dos Quatro Marcos";"MT"
"5107156";"RESERVA DO CABACAL";"Reserva do Caba�al";"MT"
"5107180";"RIBEIRAO CASCALHEIRA";"Ribeir�o Cascalheira";"MT"
"5107198";"RIBEIRAOZINHO";"Ribeir�ozinho";"MT"
"5107206";"RIO BRANCO";"Rio Branco";"MT"
"5107248";"SANTA CARMEM";"Santa Carmem";"MT"
"5107263";"SANTO AFONSO";"Santo Afonso";"MT"
"5107297";"SAO JOSE DO POVO";"S�o Jos� do Povo";"MT"
"5107305";"SAO JOSE DO RIO CLARO";"S�o Jos� do Rio Claro";"MT"
"5107354";"SAO JOSE DO XINGU";"S�o Jos� do Xingu";"MT"
"5107404";"SAO PEDRO DA CIPA";"S�o Pedro da Cipa";"MT"
"5107578";"RONDOLANDIA";"Rondol�ndia";"MT"
"5107602";"RONDONOPOLIS";"Rondon�polis";"MT"
"5107701";"ROSARIO OESTE";"Ros�rio Oeste";"MT"
"5107743";"SANTA CRUZ DO XINGU";"Santa Cruz do Xingu";"MT"
"5107750";"SALTO DO CEU";"Salto do C�u";"MT"
"5107768";"SANTA RITA DO TRIVELATO";"Santa Rita do Trivelato";"MT"
"5107776";"SANTA TEREZINHA";"Santa Terezinha";"MT"
"5107792";"SANTO ANTONIO DO LESTE";"Santo Ant�nio do Leste";"MT"
"5107800";"SANTO ANTONIO DO LEVERGER";"Santo Ant�nio do Leverger";"MT"
"5107859";"SAO FELIX DO ARAGUAIA";"S�o F�lix do Araguaia";"MT"
"5107875";"SAPEZAL";"Sapezal";"MT"
"5107883";"SERRA NOVA DOURADA";"Serra Nova Dourada";"MT"
"5107909";"SINOP";"Sinop";"MT"
"5107925";"SORRISO";"Sorriso";"MT"
"5107941";"TABAPORA";"Tabapor�";"MT"
"5107958";"TANGARA DA SERRA";"Tangar� da Serra";"MT"
"5108006";"TAPURAH";"Tapurah";"MT"
"5108055";"TERRA NOVA DO NORTE";"Terra Nova do Norte";"MT"
"5108105";"TESOURO";"Tesouro";"MT"
"5108204";"TORIXOREU";"Torixor�u";"MT"
"5108303";"UNIAO DO SUL";"Uni�o do Sul";"MT"
"5108352";"VALE DE SAO DOMINGOS";"Vale de S�o Domingos";"MT"
"5108402";"VARZEA GRANDE";"V�rzea Grande";"MT"
"5108501";"VERA";"Vera";"MT"
"5108600";"VILA RICA";"Vila Rica";"MT"
"5108808";"NOVA GUARITA";"Nova Guarita";"MT"
"5108857";"NOVA MARILANDIA";"Nova Maril�ndia";"MT"
"5108907";"NOVA MARINGA";"Nova Maring�";"MT"
"5108956";"NOVA MONTE VERDE";"Nova Monte Verde";"MT"
"5200203";"AGUA CLARA";"�gua Clara";"MS"
"5200252";"ALCINOPOLIS";"Alcin�polis";"MS"
"5200609";"AMAMBAI";"Amamba�";"MS"
"5200708";"ANASTACIO";"Anast�cio";"MS"
"5200807";"ANAURILANDIA";"Anauril�ndia";"MS"
"5200856";"ANGELICA";"Ang�lica";"MS"
"5200906";"ANTONIO JOAO";"Ant�nio Jo�o";"MS"
"5201003";"APARECIDA DO TABOADO";"Aparecida do Taboado";"MS"
"5201102";"AQUIDAUANA";"Aquidauana";"MS"
"5201243";"ARAL MOREIRA";"Aral Moreira";"MS"
"5201508";"BANDEIRANTES";"Bandeirantes";"MS"
"5201904";"BATAGUASSU";"Bataguassu";"MS"
"5202001";"BATAYPORA";"Bataypor�";"MS"
"5202100";"BELA VISTA";"Bela Vista";"MS"
"5202159";"BODOQUENA";"Bodoquena";"MS"
"5202209";"BONITO";"Bonito";"MS"
"5202308";"BRASILANDIA";"Brasil�ndia";"MS"
"5202407";"CAARAPO";"Caarap�";"MS"
"5202605";"CAMAPUA";"Camapu�";"MS"
"5202704";"CAMPO GRANDE";"Campo Grande";"MS"
"5202803";"CARACOL";"Caracol";"MS"
"5202902";"CASSILANDIA";"Cassil�ndia";"MS"
"5202951";"CHAPADAO DO SUL";"Chapad�o do Sul";"MS"
"5203108";"CORGUINHO";"Corguinho";"MS"
"5203157";"CORONEL SAPUCAIA";"Coronel Sapucaia";"MS"
